Lp  F6        x1       x2        Ocena     Średni    Najgorszy
0 0.380842 29.091325 -12.272831 0.619158 0.490706 0.078482
1 0.319645 -11.750973 22.038605 0.680355 0.498039 0.313179
2 0.231916 10.432593 -15.788510 0.768084 0.485546 0.168124
3 0.078204 -8.082704 4.838636 0.921796 0.495142 0.208536
4 0.078204 -8.082704 4.838636 0.921796 0.514546 0.091358
5 0.010600 -2.589456 1.719692 0.989400 0.504940 0.022656
6 0.010600 -2.589456 1.719692 0.989400 0.511797 0.060889
7 0.010600 -2.589456 1.719692 0.989400 0.513492 0.008759
8 0.009886 1.124590 -2.915999 0.990114 0.517722 0.014895
9 0.009886 1.124590 -2.915999 0.990114 0.511068 0.156877
10 0.009886 1.124590 -2.915999 0.990114 0.488300 0.024059
11 0.009886 1.124590 -2.915999 0.990114 0.501513 0.064345
12 0.009886 1.124590 -2.915999 0.990114 0.505502 0.068483
13 0.009886 1.124590 -2.915999 0.990114 0.504883 0.102735
14 0.009886 1.124590 -2.915999 0.990114 0.521449 0.002918
15 0.009886 1.124590 -2.915999 0.990114 0.515564 0.013563
16 0.009886 1.124590 -2.915999 0.990114 0.534482 0.023457
17 0.009886 1.124590 -2.915999 0.990114 0.535224 0.135516
18 0.009886 1.124590 -2.915999 0.990114 0.496453 0.027514
19 0.009886 1.124590 -2.915999 0.990114 0.541981 0.120808
20 0.009886 1.124590 -2.915999 0.990114 0.490617 0.003255
21 0.009886 1.124590 -2.915999 0.990114 0.498399 0.022924
22 0.009886 1.124590 -2.915999 0.990114 0.523564 0.233938
23 0.009886 1.124590 -2.915999 0.990114 0.522752 0.097636
24 0.009886 1.124590 -2.915999 0.990114 0.514731 0.079842
25 0.009886 1.124590 -2.915999 0.990114 0.519056 0.017229
26 0.009886 1.124590 -2.915999 0.990114 0.498635 0.021528
27 0.009886 1.124590 -2.915999 0.990114 0.505783 0.009297
28 0.009886 1.124590 -2.915999 0.990114 0.492057 0.074135
29 0.009886 1.124590 -2.915999 0.990114 0.527596 0.015234
30 0.009886 1.124590 -2.915999 0.990114 0.485899 0.083327
31 0.009717 -2.940414 1.094072 0.990283 0.520689 0.104906
32 0.009717 -2.940414 1.094072 0.990283 0.518694 0.035162
33 0.009717 -2.940414 1.094072 0.990283 0.523938 0.141952
34 0.009717 -2.940414 1.094072 0.990283 0.529681 0.068663
35 0.009717 -2.940414 1.094072 0.990283 0.486552 0.022443
36 0.009717 -2.940414 1.094072 0.990283 0.494810 0.060221
37 0.009717 -2.940414 1.094072 0.990283 0.528848 0.215141
38 0.009717 -2.940414 1.094072 0.990283 0.499035 0.101974
39 0.009717 -2.940414 1.094072 0.990283 0.515471 0.102802
40 0.009717 -2.940414 1.094072 0.990283 0.513317 0.022225
41 0.009717 -2.940414 1.094072 0.990283 0.505142 0.023728
42 0.009717 -2.940414 1.094072 0.990283 0.520841 0.003740
43 0.009717 -2.940414 1.094072 0.990283 0.514878 0.177173
44 0.009717 -2.940414 1.094072 0.990283 0.523726 0.062038
45 0.009717 -2.940414 1.094072 0.990283 0.511950 0.056733
46 0.009717 -2.940414 1.094072 0.990283 0.516298 0.099381
47 0.009717 -2.940414 1.094072 0.990283 0.502270 0.074555
48 0.009717 -2.940414 1.094072 0.990283 0.503947 0.040814
49 0.009717 -2.940414 1.094072 0.990283 0.518206 0.107013
50 0.009717 -2.940414 1.094072 0.990283 0.522712 0.322941
51 0.009717 -2.940414 1.094072 0.990283 0.496257 0.010304
52 0.009717 -2.940414 1.094072 0.990283 0.505918 0.090896
53 0.009717 -2.940414 1.094072 0.990283 0.520656 0.069735
54 0.009717 -2.940414 1.094072 0.990283 0.528386 0.003108
55 0.009717 -2.940414 1.094072 0.990283 0.512335 0.034835
56 0.009717 -2.940414 1.094072 0.990283 0.543318 0.024069
57 0.009717 -2.940414 1.094072 0.990283 0.509139 0.011670
58 0.009717 -2.940414 1.094072 0.990283 0.503038 0.016542
59 0.009717 -2.940414 1.094072 0.990283 0.498040 0.008253
60 0.009717 -2.940414 1.094072 0.990283 0.506415 0.021750
61 0.009717 -2.940414 1.094072 0.990283 0.539917 0.106660
62 0.009717 -2.940414 1.094072 0.990283 0.514270 0.078457
63 0.009717 -2.940414 1.094072 0.990283 0.499756 0.002996
64 0.009717 -2.940414 1.094072 0.990283 0.521912 0.091139
65 0.009717 -2.940414 1.094072 0.990283 0.509417 0.125283
66 0.009717 -2.940414 1.094072 0.990283 0.494976 0.012121
67 0.009717 -2.940414 1.094072 0.990283 0.505640 0.059358
68 0.009717 -2.940414 1.094072 0.990283 0.508844 0.057314
69 0.009717 -2.940414 1.094072 0.990283 0.518693 0.056933
70 0.009717 -2.940414 1.094072 0.990283 0.538688 0.064237
71 0.009717 -2.940414 1.094072 0.990283 0.541515 0.099598
72 0.009717 -2.940414 1.094072 0.990283 0.498747 0.019655
73 0.009717 -2.940414 1.094072 0.990283 0.530328 0.055264
74 0.009717 -2.940414 1.094072 0.990283 0.495484 0.021598
75 0.009717 -2.940414 1.094072 0.990283 0.514154 0.121603
76 0.009717 -2.940414 1.094072 0.990283 0.506318 0.157071
77 0.009717 -2.940414 1.094072 0.990283 0.518685 0.134261
78 0.009717 -2.940414 1.094072 0.990283 0.528305 0.023126
79 0.009717 -2.940414 1.094072 0.990283 0.504341 0.166088
80 0.009717 -2.940414 1.094072 0.990283 0.508513 0.077872
81 0.009717 -2.940414 1.094072 0.990283 0.490208 0.027876
82 0.009717 -2.940414 1.094072 0.990283 0.502984 0.064919
83 0.009717 -2.940414 1.094072 0.990283 0.525025 0.021756
84 0.009717 -2.940414 1.094072 0.990283 0.506420 0.003075
85 0.009717 -2.940414 1.094072 0.990283 0.535312 0.003932
86 0.009717 -2.940414 1.094072 0.990283 0.507740 0.033135
87 0.009716 -3.123522 0.306706 0.990284 0.529167 0.126900
