Lp  F6        x1       x2        Ocena     Średni    Najgorszy
0 0.316980 -2.153048 9.745937 0.683020 0.505902 0.396239
1 0.316980 -2.153048 9.745937 0.683020 0.483127 0.002737
2 0.249218 3.294423 18.342870 0.750782 0.485702 0.151150
3 0.010648 0.007630 3.169299 0.989352 0.500614 0.250954
4 0.010648 0.007630 3.169299 0.989352 0.489652 0.123675
5 0.010648 0.007630 3.169299 0.989352 0.502385 0.386449
6 0.010648 0.007630 3.169299 0.989352 0.498789 0.306698
7 0.010648 0.007630 3.169299 0.989352 0.510410 0.185155
8 0.010648 0.007630 3.169299 0.989352 0.504363 0.191326
9 0.010648 0.007630 3.169299 0.989352 0.495081 0.240717
10 0.010648 0.007630 3.169299 0.989352 0.496361 0.335310
11 0.010648 0.007630 3.169299 0.989352 0.506107 0.203379
12 0.010648 0.007630 3.169299 0.989352 0.504838 0.158426
13 0.010648 0.007630 3.169299 0.989352 0.505845 0.295195
14 0.010648 0.007630 3.169299 0.989352 0.500570 0.064593
15 0.010648 0.007630 3.169299 0.989352 0.501712 0.256996
16 0.010648 0.007630 3.169299 0.989352 0.500366 0.169545
17 0.010648 0.007630 3.169299 0.989352 0.500266 0.362272
18 0.010648 0.007630 3.169299 0.989352 0.504298 0.313638
19 0.010648 0.007630 3.169299 0.989352 0.495808 0.138792
20 0.010648 0.007630 3.169299 0.989352 0.491585 0.255278
21 0.010648 0.007630 3.169299 0.989352 0.494860 0.109730
22 0.010648 0.007630 3.169299 0.989352 0.499252 0.341862
23 0.010648 0.007630 3.169299 0.989352 0.498489 0.153858
24 0.010648 0.007630 3.169299 0.989352 0.489930 0.175632
25 0.010648 0.007630 3.169299 0.989352 0.503136 0.102961
26 0.010648 0.007630 3.169299 0.989352 0.503682 0.213094
27 0.010648 0.007630 3.169299 0.989352 0.500908 0.169609
28 0.010648 0.007630 3.169299 0.989352 0.502635 0.210572
29 0.010648 0.007630 3.169299 0.989352 0.493274 0.213110
30 0.010648 0.007630 3.169299 0.989352 0.484499 0.153913
31 0.010648 0.007630 3.169299 0.989352 0.499636 0.316635
32 0.010648 0.007630 3.169299 0.989352 0.493914 0.128740
33 0.010648 0.007630 3.169299 0.989352 0.492457 0.159393
34 0.010648 0.007630 3.169299 0.989352 0.494240 0.178913
35 0.010648 0.007630 3.169299 0.989352 0.509658 0.255489
36 0.010648 0.007630 3.169299 0.989352 0.499009 0.317349
37 0.010648 0.007630 3.169299 0.989352 0.502509 0.338451
38 0.010648 0.007630 3.169299 0.989352 0.495611 0.056984
39 0.010648 0.007630 3.169299 0.989352 0.493176 0.103057
40 0.010648 0.007630 3.169299 0.989352 0.493193 0.285183
41 0.010648 0.007630 3.169299 0.989352 0.493091 0.304740
42 0.010648 0.007630 3.169299 0.989352 0.505935 0.136800
43 0.010648 0.007630 3.169299 0.989352 0.503493 0.255478
44 0.010648 0.007630 3.169299 0.989352 0.501919 0.343085
45 0.010648 0.007630 3.169299 0.989352 0.494271 0.059792
46 0.010648 0.007630 3.169299 0.989352 0.510637 0.462153
47 0.010648 0.007630 3.169299 0.989352 0.508948 0.254914
48 0.010648 0.007630 3.169299 0.989352 0.500169 0.220029
49 0.010648 0.007630 3.169299 0.989352 0.490482 0.184861
50 0.010648 0.007630 3.169299 0.989352 0.501601 0.196302
51 0.010648 0.007630 3.169299 0.989352 0.509189 0.261507
52 0.010648 0.007630 3.169299 0.989352 0.504100 0.335857
53 0.010648 0.007630 3.169299 0.989352 0.508682 0.065839
54 0.010648 0.007630 3.169299 0.989352 0.496459 0.155016
55 0.010648 0.007630 3.169299 0.989352 0.502788 0.110028
56 0.010648 0.007630 3.169299 0.989352 0.500664 0.304350
57 0.010648 0.007630 3.169299 0.989352 0.497112 0.043681
58 0.010648 0.007630 3.169299 0.989352 0.510957 0.403713
59 0.010648 0.007630 3.169299 0.989352 0.508266 0.265415
60 0.010648 0.007630 3.169299 0.989352 0.499474 0.193564
61 0.010648 0.007630 3.169299 0.989352 0.505665 0.251362
62 0.010648 0.007630 3.169299 0.989352 0.503315 0.153114
63 0.010648 0.007630 3.169299 0.989352 0.501289 0.305448
64 0.010648 0.007630 3.169299 0.989352 0.491491 0.140194
65 0.010648 0.007630 3.169299 0.989352 0.497135 0.337201
66 0.010648 0.007630 3.169299 0.989352 0.496506 0.229707
67 0.010648 0.007630 3.169299 0.989352 0.498159 0.042372
68 0.010648 0.007630 3.169299 0.989352 0.493781 0.100068
69 0.010648 0.007630 3.169299 0.989352 0.501964 0.294409
70 0.010648 0.007630 3.169299 0.989352 0.503207 0.296728
71 0.010648 0.007630 3.169299 0.989352 0.502461 0.146064
72 0.009721 -2.363622 2.061494 0.990279 0.501350 0.113013
73 0.009721 -2.363622 2.061494 0.990279 0.500796 0.296790
74 0.009721 -2.363622 2.061494 0.990279 0.508089 0.182453
75 0.009721 -2.363622 2.061494 0.990279 0.492483 0.342565
76 0.009721 -2.363622 2.061494 0.990279 0.500673 0.219998
77 0.009721 -2.363622 2.061494 0.990279 0.496104 0.279389
78 0.009721 -2.363622 2.061494 0.990279 0.500537 0.146669
79 0.009721 -2.363622 2.061494 0.990279 0.508510 0.329388
80 0.009721 -2.363622 2.061494 0.990279 0.505554 0.347366
81 0.009721 -2.363622 2.061494 0.990279 0.502789 0.325202
82 0.009721 -2.363622 2.061494 0.990279 0.507957 0.169577
83 0.009721 -2.363622 2.061494 0.990279 0.497952 0.219424
84 0.009721 -2.363622 2.061494 0.990279 0.504494 0.259368
85 0.009721 -2.363622 2.061494 0.990279 0.497567 0.236743
86 0.009721 -2.363622 2.061494 0.990279 0.504568 0.258244
87 0.009721 -2.363622 2.061494 0.990279 0.496682 0.300419
88 0.009721 -2.363622 2.061494 0.990279 0.494118 0.119000
89 0.009721 -2.363622 2.061494 0.990279 0.492469 0.128637
90 0.009721 -2.363622 2.061494 0.990279 0.502782 0.416620
91 0.009721 -2.363622 2.061494 0.990279 0.509340 0.357797
92 0.009721 -2.363622 2.061494 0.990279 0.493743 0.040583
93 0.009721 -2.363622 2.061494 0.990279 0.506297 0.250093
94 0.009721 -2.363622 2.061494 0.990279 0.497842 0.025335
95 0.009721 -2.363622 2.061494 0.990279 0.507443 0.166054
96 0.009721 -2.363622 2.061494 0.990279 0.503768 0.033824
97 0.009721 -2.363622 2.061494 0.990279 0.489513 0.021729
98 0.009721 -2.363622 2.061494 0.990279 0.492196 0.251278
99 0.009721 -2.363622 2.061494 0.990279 0.493309 0.204293
100 0.009721 -2.363622 2.061494 0.990279 0.512112 0.303515
101 0.009721 -2.363622 2.061494 0.990279 0.484099 0.200857
102 0.009721 -2.363622 2.061494 0.990279 0.500350 0.059511
103 0.009721 -2.363622 2.061494 0.990279 0.504443 0.203664
104 0.009721 -2.363622 2.061494 0.990279 0.491827 0.154065
105 0.009721 -2.363622 2.061494 0.990279 0.500226 0.257840
