Lp  F6        x1       x2        Ocena     Średni    Najgorszy
0 0.017502 -2.177462 -2.134737 0.982498 0.532632 0.153152
1 0.012087 -1.783780 -2.522316 0.987913 0.505581 0.032588
2 0.012087 -1.783780 -2.522316 0.987913 0.506600 0.125901
3 0.009815 -1.884489 -2.522316 0.990185 0.512686 0.089549
4 0.009815 -1.884489 -2.522316 0.990185 0.531305 0.056504
5 0.009815 -1.884489 -2.522316 0.990185 0.503450 0.027820
6 0.009815 -1.884489 -2.522316 0.990185 0.522340 0.028810
7 0.009815 -1.884489 -2.522316 0.990185 0.549633 0.230119
8 0.009815 -1.884489 -2.522316 0.990185 0.533226 0.103310
9 0.009815 -1.884489 -2.522316 0.990185 0.505370 0.031652
10 0.009815 -1.884489 -2.522316 0.990185 0.531185 0.201054
11 0.009815 -1.884489 -2.522316 0.990185 0.518608 0.008552
12 0.009815 -1.884489 -2.522316 0.990185 0.504135 0.112978
13 0.009815 -1.884489 -2.522316 0.990185 0.513593 0.030823
14 0.009815 -1.884489 -2.522316 0.990185 0.537914 0.023696
15 0.009815 -1.884489 -2.522316 0.990185 0.515285 0.089826
16 0.009815 -1.884489 -2.522316 0.990185 0.495649 0.130317
17 0.009815 -1.884489 -2.522316 0.990185 0.507155 0.054326
18 0.009815 -1.884489 -2.522316 0.990185 0.558246 0.057817
19 0.009815 -1.884489 -2.522316 0.990185 0.525600 0.155448
20 0.009815 -1.884489 -2.522316 0.990185 0.557935 0.102165
21 0.009815 -1.884489 -2.522316 0.990185 0.508939 0.117798
22 0.009815 -1.884489 -2.522316 0.990185 0.527288 0.021611
23 0.009815 -1.884489 -2.522316 0.990185 0.541490 0.064392
24 0.009815 -1.884489 -2.522316 0.990185 0.517616 0.172098
25 0.009815 -1.884489 -2.522316 0.990185 0.523321 0.052885
26 0.009815 -1.884489 -2.522316 0.990185 0.504691 0.059337
27 0.009815 -1.884489 -2.522316 0.990185 0.535279 0.063312
28 0.009815 -1.884489 -2.522316 0.990185 0.525713 0.068856
29 0.009815 -1.884489 -2.522316 0.990185 0.514557 0.031791
30 0.009815 -1.884489 -2.522316 0.990185 0.517811 0.153191
31 0.009815 -1.884489 -2.522316 0.990185 0.495801 0.033106
32 0.009815 -1.884489 -2.522316 0.990185 0.506485 0.155793
33 0.009815 -1.884489 -2.522316 0.990185 0.521069 0.072118
34 0.009815 -1.884489 -2.522316 0.990185 0.514188 0.060926
35 0.009815 -1.884489 -2.522316 0.990185 0.534708 0.114645
36 0.009815 -1.884489 -2.522316 0.990185 0.499724 0.074115
37 0.009723 -3.059434 -0.688182 0.990277 0.536339 0.003349
38 0.009723 -3.059434 -0.688182 0.990277 0.545009 0.040820
39 0.009723 -3.059434 -0.688182 0.990277 0.489299 0.023975
40 0.009723 -3.059434 -0.688182 0.990277 0.509496 0.009279
41 0.009723 -3.059434 -0.688182 0.990277 0.508469 0.022229
42 0.009723 -3.059434 -0.688182 0.990277 0.494695 0.056444
43 0.009723 -3.059434 -0.688182 0.990277 0.491424 0.021376
44 0.009723 -3.059434 -0.688182 0.990277 0.489527 0.021822
45 0.009723 -3.059434 -0.688182 0.990277 0.524956 0.002580
46 0.009723 -3.059434 -0.688182 0.990277 0.514838 0.040724
47 0.009723 -3.059434 -0.688182 0.990277 0.528541 0.056797
48 0.009723 -3.059434 -0.688182 0.990277 0.526171 0.021803
49 0.009723 -3.059434 -0.688182 0.990277 0.502683 0.002501
50 0.009723 -3.059434 -0.688182 0.990277 0.490061 0.052614
51 0.009723 -3.059434 -0.688182 0.990277 0.495625 0.022354
52 0.009723 -3.059434 -0.688182 0.990277 0.501402 0.002524
53 0.009723 -3.059434 -0.688182 0.990277 0.538525 0.006468
54 0.009723 -3.059434 -0.688182 0.990277 0.524866 0.008741
55 0.009723 -3.059434 -0.688182 0.990277 0.500119 0.002554
56 0.009723 -3.059434 -0.688182 0.990277 0.500003 0.048332
57 0.009723 -3.059434 -0.688182 0.990277 0.508449 0.060797
58 0.009723 -3.059434 -0.688182 0.990277 0.530850 0.022509
59 0.009723 -3.059434 -0.688182 0.990277 0.512790 0.021699
60 0.009716 -3.035019 -0.798047 0.990284 0.497760 0.029188
61 0.009716 -3.035019 -0.798047 0.990284 0.515029 0.026930
62 0.009716 -3.035019 -0.798047 0.990284 0.521544 0.045784
63 0.009716 -3.035019 -0.798047 0.990284 0.516564 0.021591
64 0.009716 -3.035019 -0.798047 0.990284 0.529143 0.203478
65 0.009716 -3.035019 -0.798047 0.990284 0.538228 0.040101
66 0.009716 -3.035019 -0.798047 0.990284 0.527267 0.006189
67 0.009716 -3.035019 -0.798047 0.990284 0.521517 0.025620
68 0.009716 -3.035019 -0.798047 0.990284 0.548742 0.127457
69 0.009716 -3.035019 -0.798047 0.990284 0.531896 0.121462
70 0.009716 -3.035019 -0.798047 0.990284 0.519349 0.059152
71 0.009716 -3.035019 -0.798047 0.990284 0.535921 0.065290
72 0.009716 -3.035019 -0.798047 0.990284 0.541114 0.043273
73 0.009716 -3.035019 -0.798047 0.990284 0.522505 0.097141
74 0.009716 -3.035019 -0.798047 0.990284 0.503958 0.138301
75 0.009716 -3.035019 -0.798047 0.990284 0.537403 0.180893
76 0.009716 -3.035019 -0.798047 0.990284 0.505267 0.066274
77 0.009716 -3.035019 -0.798047 0.990284 0.514861 0.038671
78 0.009716 -3.035019 -0.798047 0.990284 0.514575 0.074623
79 0.009716 -3.035019 -0.798047 0.990284 0.505926 0.051733
80 0.009716 -3.035019 -0.798047 0.990284 0.512849 0.203680
81 0.009716 -3.035019 -0.798047 0.990284 0.530612 0.156272
82 0.009716 -3.035019 -0.798047 0.990284 0.521028 0.313199
83 0.009716 -3.035019 -0.798047 0.990284 0.505704 0.053497
84 0.009716 -3.035019 -0.798047 0.990284 0.504279 0.017707
85 0.009716 -3.035019 -0.798047 0.990284 0.496795 0.016658
86 0.009716 -3.035019 -0.798047 0.990284 0.490006 0.034307
87 0.009716 -3.035019 -0.798047 0.990284 0.504820 0.003388
88 0.009716 -3.035019 -0.798047 0.990284 0.511550 0.002476
89 0.009716 -3.035019 -0.798047 0.990284 0.516701 0.002718
90 0.009716 -3.035019 -0.798047 0.990284 0.525242 0.109387
91 0.009716 -3.035019 -0.798047 0.990284 0.494026 0.002457
92 0.009716 -3.035019 -0.798047 0.990284 0.506129 0.026318
93 0.009716 -3.035019 -0.798047 0.990284 0.542627 0.194071
94 0.009716 -3.035019 -0.798047 0.990284 0.540178 0.085550
95 0.009716 -3.035019 -0.798047 0.990284 0.535796 0.110660
96 0.009716 -3.035019 -0.798047 0.990284 0.514687 0.060180
97 0.009716 -3.035019 -0.798047 0.990284 0.519597 0.156751
98 0.009716 -3.035019 -0.798047 0.990284 0.526878 0.154578
99 0.009716 -3.035019 -0.798047 0.990284 0.493141 0.011506
100 0.009716 -3.035019 -0.798047 0.990284 0.537726 0.032983
101 0.009716 -3.035019 -0.798047 0.990284 0.528583 0.087194
102 0.009716 -3.035019 -0.798047 0.990284 0.541995 0.057086
103 0.009716 -3.035019 -0.798047 0.990284 0.527485 0.006069
104 0.009716 -3.035019 -0.798047 0.990284 0.522589 0.060024
105 0.009716 -3.035019 -0.798047 0.990284 0.524989 0.056469
106 0.009716 -3.035019 -0.798047 0.990284 0.518720 0.062091
107 0.009716 -3.035019 -0.798047 0.990284 0.518681 0.062933
108 0.009716 -3.035019 -0.798047 0.990284 0.497524 0.025102
109 0.009716 -3.035019 -0.798047 0.990284 0.512070 0.100579
110 0.009716 -3.035019 -0.798047 0.990284 0.519200 0.203756
111 0.009716 -3.035019 -0.798047 0.990284 0.537768 0.257305
112 0.009716 -3.035019 -0.798047 0.990284 0.532994 0.229893
113 0.009716 -3.035019 -0.798047 0.990284 0.530340 0.002612
114 0.009716 -3.035019 -0.798047 0.990284 0.491396 0.081102
115 0.009716 -3.035019 -0.798047 0.990284 0.518507 0.011702
116 0.009716 -3.035019 -0.798047 0.990284 0.531154 0.112605
117 0.009716 -3.035019 -0.798047 0.990284 0.532185 0.022817
118 0.009716 -3.035019 -0.798047 0.990284 0.509795 0.021494
119 0.009716 -3.035019 -0.798047 0.990284 0.527727 0.064521
120 0.009716 -3.035019 -0.798047 0.990284 0.541734 0.021469
121 0.009716 -3.035019 -0.798047 0.990284 0.515102 0.058356
122 0.009716 -3.035019 -0.798047 0.990284 0.532944 0.025917
123 0.009716 -3.035019 -0.798047 0.990284 0.504814 0.103734
124 0.009716 -3.035019 -0.798047 0.990284 0.496499 0.059140
125 0.009716 -3.035019 -0.798047 0.990284 0.516515 0.056855
126 0.009716 -3.035019 -0.798047 0.990284 0.505227 0.044519
127 0.009716 -3.035019 -0.798047 0.990284 0.520623 0.056980
128 0.009716 -3.035019 -0.798047 0.990284 0.488491 0.028592
129 0.009716 -3.035019 -0.798047 0.990284 0.528859 0.058952
130 0.009716 -3.035019 -0.798047 0.990284 0.513690 0.056645
131 0.009716 -3.035019 -0.798047 0.990284 0.518188 0.002588
132 0.009716 -3.035019 -0.798047 0.990284 0.532975 0.021416
133 0.009716 -3.035019 -0.798047 0.990284 0.533783 0.002534
134 0.009716 -3.035019 -0.798047 0.990284 0.513536 0.141950
135 0.009716 -3.035019 -0.798047 0.990284 0.508432 0.083895
136 0.009716 -3.035019 -0.798047 0.990284 0.517974 0.035678
137 0.009716 -3.035019 -0.798047 0.990284 0.512655 0.007141
138 0.009716 -3.035019 -0.798047 0.990284 0.511325 0.045250
139 0.009716 -3.035019 -0.798047 0.990284 0.525952 0.113493
140 0.009716 -3.035019 -0.798047 0.990284 0.507230 0.021468
141 0.009716 -3.035019 -0.798047 0.990284 0.537305 0.002873
142 0.009716 -3.035019 -0.798047 0.990284 0.520158 0.045174
143 0.009716 -3.035019 -0.798047 0.990284 0.534088 0.119626
144 0.009716 -3.035019 -0.798047 0.990284 0.531374 0.106501
145 0.009716 -3.035019 -0.798047 0.990284 0.502809 0.111890
146 0.009716 -3.035019 -0.798047 0.990284 0.532899 0.071038
147 0.009716 -3.035019 -0.798047 0.990284 0.539886 0.044904
148 0.009716 -3.035019 -0.798047 0.990284 0.511559 0.114626
149 0.009716 -3.035019 -0.798047 0.990284 0.519349 0.160992
150 0.009716 -3.035019 -0.798047 0.990284 0.513050 0.029786
151 0.009716 -3.035019 -0.798047 0.990284 0.542246 0.074019
152 0.009716 -3.035019 -0.798047 0.990284 0.537138 0.035041
153 0.009716 -3.035019 -0.798047 0.990284 0.519275 0.003368
154 0.009716 -3.035019 -0.798047 0.990284 0.492572 0.044368
155 0.009716 -3.035019 -0.798047 0.990284 0.511076 0.062601
156 0.009716 -3.035019 -0.798047 0.990284 0.545090 0.103365
157 0.009716 -3.035019 -0.798047 0.990284 0.502959 0.003301
158 0.009716 -3.035019 -0.798047 0.990284 0.491375 0.067594
