Lp  F6        x1       x2        Ocena     Średni    Najgorszy
0 0.241537 -13.084611 -13.771267 0.758463 0.497108 0.270218
1 0.127951 7.258717 10.200656 0.872049 0.511074 0.167388
2 0.045092 1.020829 3.169299 0.954908 0.499898 0.062046
3 0.042437 0.996414 3.169299 0.957563 0.501608 0.034086
4 0.011081 0.202945 3.169299 0.988919 0.495950 0.057981
5 0.009721 0.202945 3.129625 0.990279 0.520475 0.037040
6 0.009721 0.202945 3.129625 0.990279 0.519471 0.003927
7 0.009721 0.202945 3.129625 0.990279 0.537533 0.035585
8 0.009721 0.202945 3.129625 0.990279 0.539588 0.023467
9 0.009721 0.202945 3.129625 0.990279 0.507042 0.022135
10 0.009721 0.202945 3.129625 0.990279 0.539865 0.047358
11 0.009721 0.202945 3.129625 0.990279 0.520864 0.148141
12 0.009721 0.202945 3.129625 0.990279 0.532786 0.057363
13 0.009721 0.202945 3.129625 0.990279 0.526133 0.045707
14 0.009721 0.202945 3.129625 0.990279 0.504633 0.056994
15 0.009721 0.202945 3.129625 0.990279 0.504005 0.036134
16 0.009721 0.202945 3.129625 0.990279 0.513728 0.022408
17 0.009721 0.202945 3.129625 0.990279 0.500916 0.025747
18 0.009721 0.202945 3.129625 0.990279 0.509343 0.021824
19 0.009721 0.202945 3.129625 0.990279 0.524520 0.021482
20 0.009721 0.202945 3.129625 0.990279 0.528268 0.039640
21 0.009721 0.202945 3.129625 0.990279 0.527171 0.054418
22 0.009721 0.202945 3.129625 0.990279 0.544864 0.102118
23 0.009721 0.202945 3.129625 0.990279 0.521096 0.002988
24 0.009721 0.202945 3.129625 0.990279 0.519209 0.003827
25 0.009721 0.202945 3.129625 0.990279 0.546914 0.062200
26 0.009721 0.202945 3.129625 0.990279 0.559400 0.009038
27 0.009721 0.202945 3.129625 0.990279 0.512853 0.025988
28 0.009721 0.202945 3.129625 0.990279 0.516180 0.157059
29 0.009721 0.202945 3.129625 0.990279 0.508781 0.054054
30 0.009721 0.202945 3.129625 0.990279 0.533274 0.010243
31 0.009721 0.202945 3.129625 0.990279 0.523410 0.040225
32 0.009721 0.202945 3.129625 0.990279 0.551937 0.105428
33 0.009721 0.202945 3.129625 0.990279 0.533436 0.023980
34 0.009721 0.202945 3.129625 0.990279 0.542297 0.002703
35 0.009721 0.202945 3.129625 0.990279 0.512640 0.074316
36 0.009721 0.202945 3.129625 0.990279 0.499553 0.021577
37 0.009721 0.202945 3.129625 0.990279 0.524924 0.006907
38 0.009721 0.202945 3.129625 0.990279 0.524701 0.010952
39 0.009721 0.202945 3.129625 0.990279 0.532908 0.005300
40 0.009721 0.202945 3.129625 0.990279 0.525527 0.024528
41 0.009721 0.202945 3.129625 0.990279 0.550576 0.173318
42 0.009721 0.202945 3.129625 0.990279 0.515457 0.077786
43 0.009721 0.202945 3.129625 0.990279 0.492484 0.010762
44 0.009721 0.868238 3.013657 0.990279 0.517344 0.002962
45 0.009721 0.868238 3.013657 0.990279 0.519116 0.003242
46 0.009721 0.868238 3.013657 0.990279 0.528448 0.073416
47 0.009721 0.868238 3.013657 0.990279 0.533583 0.003679
48 0.009721 0.868238 3.013657 0.990279 0.503024 0.108419
49 0.009721 0.868238 3.013657 0.990279 0.503272 0.040034
50 0.009721 0.868238 3.013657 0.990279 0.499060 0.023888
51 0.009721 0.868238 3.013657 0.990279 0.523945 0.103552
52 0.009721 0.868238 3.013657 0.990279 0.503999 0.045827
53 0.009721 0.868238 3.013657 0.990279 0.553182 0.121939
54 0.009721 0.868238 3.013657 0.990279 0.506139 0.056698
55 0.009721 0.868238 3.013657 0.990279 0.519977 0.030092
56 0.009721 0.868238 3.013657 0.990279 0.546205 0.206646
57 0.009721 0.868238 3.013657 0.990279 0.501561 0.004906
58 0.009721 0.868238 3.013657 0.990279 0.531198 0.061183
59 0.009721 0.868238 3.013657 0.990279 0.537569 0.021783
60 0.009721 0.868238 3.013657 0.990279 0.512002 0.021495
61 0.009721 0.868238 3.013657 0.990279 0.518638 0.108843
62 0.009721 0.868238 3.013657 0.990279 0.524575 0.031421
63 0.009721 0.868238 3.013657 0.990279 0.517543 0.023105
64 0.009720 3.007553 0.889601 0.990280 0.544235 0.022346
65 0.009720 3.007553 0.889601 0.990280 0.495820 0.029881
66 0.009716 3.123522 0.303655 0.990284 0.507457 0.008599
67 0.009716 3.123522 0.303655 0.990284 0.554586 0.038480
68 0.009716 3.123522 0.303655 0.990284 0.514727 0.063743
69 0.009716 3.123522 0.303655 0.990284 0.509253 0.004148
70 0.009716 3.123522 0.303655 0.990284 0.495067 0.021479
71 0.009716 3.123522 0.303655 0.990284 0.503302 0.002507
72 0.009716 3.123522 0.303655 0.990284 0.500905 0.008957
73 0.009716 3.123522 0.303655 0.990284 0.496588 0.012814
74 0.009716 3.123522 0.303655 0.990284 0.531855 0.058552
75 0.009716 3.123522 0.303655 0.990284 0.530083 0.095452
76 0.009716 3.123522 0.303655 0.990284 0.530668 0.086509
77 0.009716 3.123522 0.303655 0.990284 0.511951 0.139327
78 0.009716 3.123522 0.303655 0.990284 0.484551 0.023878
79 0.009716 3.123522 0.303655 0.990284 0.490567 0.082707
80 0.009716 3.123522 0.303655 0.990284 0.538379 0.102202
81 0.009716 3.123522 0.303655 0.990284 0.520422 0.027188
82 0.009716 3.123522 0.303655 0.990284 0.527632 0.128347
83 0.009716 3.123522 0.303655 0.990284 0.506583 0.002634
84 0.009716 3.123522 0.303655 0.990284 0.496528 0.061756
85 0.009716 3.123522 0.303655 0.990284 0.510753 0.060606
86 0.009716 3.123522 0.303655 0.990284 0.514349 0.008401
87 0.009716 3.123522 0.303655 0.990284 0.506673 0.061246
88 0.009716 3.123522 0.303655 0.990284 0.500062 0.010005
89 0.009716 3.123522 0.303655 0.990284 0.532252 0.046952
90 0.009716 3.123522 0.303655 0.990284 0.527567 0.045740
91 0.009716 3.123522 0.303655 0.990284 0.509347 0.093571
92 0.009716 3.123522 0.303655 0.990284 0.503338 0.029959
93 0.009716 3.123522 0.303655 0.990284 0.506004 0.032467
94 0.009716 3.123522 0.303655 0.990284 0.527314 0.055091
95 0.009716 3.123522 0.303655 0.990284 0.479983 0.074730
96 0.009716 3.123522 0.303655 0.990284 0.508271 0.028742
97 0.009716 3.123522 0.303655 0.990284 0.517169 0.031818
98 0.009716 3.123522 0.303655 0.990284 0.512091 0.065967
99 0.009716 3.123522 0.303655 0.990284 0.493690 0.101974
100 0.009716 3.123522 0.303655 0.990284 0.529171 0.106799
101 0.009716 3.123522 0.303655 0.990284 0.512624 0.012853
102 0.009716 3.123522 0.303655 0.990284 0.521132 0.131940
103 0.009716 3.123522 0.303655 0.990284 0.513819 0.040126
104 0.009716 3.123522 0.303655 0.990284 0.529090 0.209910
105 0.009716 3.123522 0.303655 0.990284 0.540924 0.190083
106 0.009716 3.123522 0.303655 0.990284 0.531231 0.043987
107 0.009716 3.123522 0.303655 0.990284 0.491745 0.060608
108 0.009716 3.123522 0.303655 0.990284 0.507991 0.021667
109 0.009716 3.123522 0.303655 0.990284 0.509281 0.166880
110 0.009716 3.123522 0.303655 0.990284 0.533649 0.083073
111 0.009716 3.123522 0.303655 0.990284 0.519834 0.067407
112 0.009716 3.123522 0.303655 0.990284 0.521247 0.191246
113 0.009716 3.123522 0.303655 0.990284 0.525795 0.076332
114 0.009716 3.123522 0.303655 0.990284 0.499931 0.093981
115 0.005774 0.047303 0.059510 0.994226 0.496087 0.003176
116 0.005774 0.047303 0.059510 0.994226 0.515547 0.014000
117 0.005774 0.047303 0.059510 0.994226 0.533443 0.017982
118 0.005774 0.047303 0.059510 0.994226 0.512010 0.017223
119 0.005774 0.047303 0.059510 0.994226 0.516118 0.038141
120 0.005774 0.047303 0.059510 0.994226 0.518325 0.038710
121 0.005774 0.047303 0.059510 0.994226 0.505663 0.015321
122 0.005774 0.047303 0.059510 0.994226 0.497935 0.012232
123 0.005774 0.047303 0.059510 0.994226 0.490658 0.022996
124 0.005774 0.047303 0.059510 0.994226 0.519001 0.025709
125 0.005774 0.047303 0.059510 0.994226 0.504109 0.022946
126 0.005774 0.047303 0.059510 0.994226 0.495174 0.021416
127 0.005774 0.047303 0.059510 0.994226 0.491186 0.002640
128 0.005774 0.047303 0.059510 0.994226 0.504775 0.031275
129 0.005774 0.047303 0.059510 0.994226 0.498861 0.057227
130 0.005774 0.047303 0.059510 0.994226 0.483713 0.022819
131 0.005774 0.047303 0.059510 0.994226 0.536505 0.026814
132 0.005774 0.047303 0.059510 0.994226 0.527227 0.025126
133 0.005774 0.047303 0.059510 0.994226 0.524948 0.002716
134 0.005774 0.047303 0.059510 0.994226 0.533586 0.058214
135 0.005774 0.047303 0.059510 0.994226 0.522923 0.079245
136 0.005774 0.047303 0.059510 0.994226 0.499612 0.021468
137 0.005774 0.047303 0.059510 0.994226 0.536977 0.063201
138 0.005774 0.047303 0.059510 0.994226 0.533210 0.031222
139 0.005774 0.047303 0.059510 0.994226 0.529058 0.002759
140 0.005774 0.047303 0.059510 0.994226 0.494283 0.027793
141 0.005774 0.047303 0.059510 0.994226 0.497896 0.005717
142 0.005774 0.047303 0.059510 0.994226 0.517232 0.057500
143 0.005774 0.047303 0.059510 0.994226 0.520746 0.143648
144 0.005774 0.047303 0.059510 0.994226 0.509460 0.002478
145 0.005774 0.047303 0.059510 0.994226 0.506772 0.081128
146 0.005774 0.047303 0.059510 0.994226 0.503927 0.042762
147 0.005774 0.047303 0.059510 0.994226 0.538210 0.201015
148 0.005774 0.047303 0.059510 0.994226 0.547571 0.191152
149 0.005774 0.047303 0.059510 0.994226 0.511676 0.070489
150 0.005774 0.047303 0.059510 0.994226 0.523280 0.039279
151 0.005774 0.047303 0.059510 0.994226 0.498408 0.139414
152 0.005774 0.047303 0.059510 0.994226 0.513091 0.071598
153 0.005774 0.047303 0.059510 0.994226 0.496042 0.188712
154 0.005774 0.047303 0.059510 0.994226 0.544677 0.002641
155 0.005774 0.047303 0.059510 0.994226 0.518184 0.056776
156 0.005774 0.047303 0.059510 0.994226 0.507010 0.013939
157 0.005774 0.047303 0.059510 0.994226 0.513525 0.009630
158 0.005774 0.047303 0.059510 0.994226 0.502042 0.187074
159 0.005774 0.047303 0.059510 0.994226 0.508826 0.063441
160 0.005774 0.047303 0.059510 0.994226 0.526347 0.056459
161 0.005774 0.047303 0.059510 0.994226 0.517331 0.060368
162 0.005774 0.047303 0.059510 0.994226 0.510905 0.065592
163 0.005774 0.047303 0.059510 0.994226 0.538456 0.260763
164 0.005774 0.047303 0.059510 0.994226 0.522850 0.183363
165 0.005774 0.047303 0.059510 0.994226 0.494844 0.015299
166 0.005774 0.047303 0.059510 0.994226 0.506561 0.002548
167 0.005774 0.047303 0.059510 0.994226 0.523093 0.169711
168 0.005774 0.047303 0.059510 0.994226 0.507887 0.109743
169 0.005774 0.047303 0.059510 0.994226 0.511985 0.041973
170 0.005774 0.047303 0.059510 0.994226 0.499099 0.023429
171 0.005774 0.047303 0.059510 0.994226 0.536708 0.049367
172 0.005774 0.047303 0.059510 0.994226 0.538384 0.069107
173 0.005774 0.047303 0.059510 0.994226 0.508351 0.010931
174 0.005774 0.047303 0.059510 0.994226 0.488780 0.006895
175 0.005774 0.047303 0.059510 0.994226 0.532683 0.075790
176 0.005774 0.047303 0.059510 0.994226 0.483976 0.003234
177 0.005774 0.047303 0.059510 0.994226 0.501189 0.032733
178 0.005774 0.047303 0.059510 0.994226 0.492981 0.002460
179 0.005774 0.047303 0.059510 0.994226 0.509781 0.041307
180 0.005774 0.047303 0.059510 0.994226 0.501577 0.034761
181 0.005774 0.047303 0.059510 0.994226 0.511365 0.021805
182 0.005774 0.047303 0.059510 0.994226 0.501550 0.077076
183 0.005774 0.047303 0.059510 0.994226 0.520178 0.026160
184 0.005774 0.047303 0.059510 0.994226 0.537383 0.021852
185 0.005774 0.047303 0.059510 0.994226 0.500101 0.016361
186 0.005774 0.047303 0.059510 0.994226 0.511924 0.045055
187 0.005774 0.047303 0.059510 0.994226 0.474982 0.026179
188 0.005774 0.047303 0.059510 0.994226 0.474161 0.037306
189 0.005774 0.047303 0.059510 0.994226 0.531946 0.111612
190 0.005774 0.047303 0.059510 0.994226 0.500320 0.028302
191 0.005774 0.047303 0.059510 0.994226 0.519102 0.066971
192 0.005774 0.047303 0.059510 0.994226 0.517037 0.060473
193 0.005774 0.047303 0.059510 0.994226 0.515262 0.046395
194 0.005774 0.047303 0.059510 0.994226 0.536968 0.224972
195 0.005774 0.047303 0.059510 0.994226 0.521934 0.016710
196 0.005774 0.047303 0.059510 0.994226 0.502850 0.057421
197 0.005774 0.047303 0.059510 0.994226 0.529165 0.055331
198 0.005774 0.047303 0.059510 0.994226 0.501198 0.004156
199 0.005774 0.047303 0.059510 0.994226 0.479804 0.050655
200 0.005774 0.047303 0.059510 0.994226 0.516926 0.033457
201 0.005774 0.047303 0.059510 0.994226 0.507974 0.012646
202 0.005774 0.047303 0.059510 0.994226 0.518932 0.175934
203 0.005774 0.047303 0.059510 0.994226 0.523755 0.123287
204 0.005774 0.047303 0.059510 0.994226 0.519860 0.021468
205 0.005774 0.047303 0.059510 0.994226 0.497920 0.050362
206 0.005774 0.047303 0.059510 0.994226 0.541737 0.021495
207 0.005774 0.047303 0.059510 0.994226 0.510344 0.035394
208 0.005774 0.047303 0.059510 0.994226 0.519614 0.013197
209 0.005774 0.047303 0.059510 0.994226 0.541336 0.155212
210 0.005774 0.047303 0.059510 0.994226 0.512768 0.125716
211 0.005774 0.047303 0.059510 0.994226 0.508175 0.124919
212 0.005774 0.047303 0.059510 0.994226 0.517613 0.055225
213 0.005774 0.047303 0.059510 0.994226 0.509346 0.182473
214 0.005774 0.047303 0.059510 0.994226 0.523485 0.057175
215 0.005774 0.047303 0.059510 0.994226 0.518714 0.080410
216 0.005774 0.047303 0.059510 0.994226 0.479933 0.052308
217 0.005774 0.047303 0.059510 0.994226 0.502169 0.075129
218 0.005774 0.047303 0.059510 0.994226 0.504730 0.053280
219 0.005774 0.047303 0.059510 0.994226 0.518298 0.032367
220 0.005774 0.047303 0.059510 0.994226 0.549806 0.024819
221 0.005774 0.047303 0.059510 0.994226 0.520592 0.077398
222 0.005774 0.047303 0.059510 0.994226 0.490154 0.002610
223 0.005774 0.047303 0.059510 0.994226 0.520422 0.021764
224 0.005774 0.047303 0.059510 0.994226 0.513491 0.120321
225 0.005774 0.047303 0.059510 0.994226 0.530669 0.107554
226 0.005774 0.047303 0.059510 0.994226 0.545105 0.025241
227 0.005774 0.047303 0.059510 0.994226 0.514045 0.020868
228 0.005774 0.047303 0.059510 0.994226 0.526714 0.022122
229 0.005774 0.047303 0.059510 0.994226 0.520950 0.022850
230 0.005774 0.047303 0.059510 0.994226 0.533173 0.021474
231 0.005774 0.047303 0.059510 0.994226 0.518545 0.061129
232 0.005774 0.047303 0.059510 0.994226 0.507892 0.024212
233 0.005774 0.047303 0.059510 0.994226 0.520898 0.093718
234 0.005774 0.047303 0.059510 0.994226 0.490210 0.015827
235 0.005774 0.047303 0.059510 0.994226 0.529372 0.018864
236 0.005774 0.047303 0.059510 0.994226 0.549923 0.012718
237 0.005774 0.047303 0.059510 0.994226 0.522561 0.036518
238 0.005774 0.047303 0.059510 0.994226 0.506296 0.056570
239 0.005774 0.047303 0.059510 0.994226 0.538925 0.070975
240 0.005774 0.047303 0.059510 0.994226 0.486056 0.031072
241 0.005774 0.047303 0.059510 0.994226 0.536030 0.038673
242 0.005774 0.047303 0.059510 0.994226 0.511112 0.038368
243 0.005774 0.047303 0.059510 0.994226 0.526898 0.057394
244 0.005774 0.047303 0.059510 0.994226 0.492067 0.021517
245 0.005774 0.047303 0.059510 0.994226 0.484503 0.021614
246 0.005774 0.047303 0.059510 0.994226 0.479869 0.022086
247 0.005774 0.047303 0.059510 0.994226 0.515165 0.085513
248 0.005774 0.047303 0.059510 0.994226 0.511040 0.058364
249 0.005774 0.047303 0.059510 0.994226 0.524475 0.031631
250 0.005774 0.047303 0.059510 0.994226 0.521622 0.079446
251 0.005774 0.047303 0.059510 0.994226 0.544138 0.007088
252 0.005774 0.047303 0.059510 0.994226 0.535053 0.005708
253 0.005774 0.047303 0.059510 0.994226 0.508617 0.006984
254 0.005774 0.047303 0.059510 0.994226 0.521742 0.004226
255 0.000079 0.004578 0.007630 0.999921 0.548803 0.021476
256 0.000079 0.004578 0.007630 0.999921 0.528891 0.002951
257 0.000079 0.004578 0.007630 0.999921 0.517347 0.021612
258 0.000079 0.004578 0.007630 0.999921 0.507690 0.018973
259 0.000079 0.004578 0.007630 0.999921 0.537838 0.058677
260 0.000079 0.004578 0.007630 0.999921 0.536499 0.074050
261 0.000079 0.004578 0.007630 0.999921 0.516623 0.005759
262 0.000079 0.004578 0.007630 0.999921 0.540123 0.119753
263 0.000079 0.004578 0.007630 0.999921 0.535679 0.129619
264 0.000079 0.004578 0.007630 0.999921 0.523972 0.064609
265 0.000079 0.004578 0.007630 0.999921 0.522078 0.003752
266 0.000079 0.004578 0.007630 0.999921 0.500274 0.020298
267 0.000079 0.004578 0.007630 0.999921 0.530342 0.021469
268 0.000079 0.004578 0.007630 0.999921 0.549363 0.058268
269 0.000079 0.004578 0.007630 0.999921 0.515931 0.021514
270 0.000079 0.004578 0.007630 0.999921 0.525471 0.086270
271 0.000079 0.004578 0.007630 0.999921 0.498776 0.015465
272 0.000079 0.004578 0.007630 0.999921 0.552849 0.058796
273 0.000079 0.004578 0.007630 0.999921 0.503897 0.002458
274 0.000079 0.004578 0.007630 0.999921 0.552325 0.047182
275 0.000079 0.004578 0.007630 0.999921 0.553317 0.003588
276 0.000079 0.004578 0.007630 0.999921 0.518211 0.007491
277 0.000079 0.004578 0.007630 0.999921 0.552566 0.067978
278 0.000079 0.004578 0.007630 0.999921 0.541426 0.066156
279 0.000079 0.004578 0.007630 0.999921 0.504187 0.002842
280 0.000079 0.004578 0.007630 0.999921 0.522631 0.034044
281 0.000079 0.004578 0.007630 0.999921 0.531819 0.039802
282 0.000079 0.004578 0.007630 0.999921 0.517028 0.004028
283 0.000079 0.004578 0.007630 0.999921 0.533166 0.023492
284 0.000079 0.004578 0.007630 0.999921 0.538197 0.005339
285 0.000079 0.004578 0.007630 0.999921 0.492287 0.056554
286 0.000079 0.004578 0.007630 0.999921 0.495535 0.103374
287 0.000079 0.004578 0.007630 0.999921 0.497197 0.003868
288 0.000079 0.004578 0.007630 0.999921 0.517204 0.021616
289 0.000079 0.004578 0.007630 0.999921 0.533585 0.103075
290 0.000079 0.004578 0.007630 0.999921 0.494993 0.028601
291 0.000079 0.004578 0.007630 0.999921 0.480256 0.033516
292 0.000079 0.004578 0.007630 0.999921 0.515865 0.102879
293 0.000079 0.004578 0.007630 0.999921 0.503628 0.105349
294 0.000079 0.004578 0.007630 0.999921 0.505623 0.058764
295 0.000079 0.004578 0.007630 0.999921 0.522661 0.002645
296 0.000079 0.004578 0.007630 0.999921 0.519971 0.075199
297 0.000079 0.004578 0.007630 0.999921 0.527758 0.093092
298 0.000079 0.004578 0.007630 0.999921 0.540120 0.106324
299 0.000079 0.004578 0.007630 0.999921 0.552076 0.019758
300 0.000079 0.004578 0.007630 0.999921 0.528597 0.021813
301 0.000079 0.004578 0.007630 0.999921 0.498736 0.025572
302 0.000079 0.004578 0.007630 0.999921 0.519430 0.092858
303 0.000079 0.004578 0.007630 0.999921 0.520033 0.032960
304 0.000079 0.004578 0.007630 0.999921 0.520891 0.005706
305 0.000079 0.004578 0.007630 0.999921 0.524359 0.054791
306 0.000079 0.004578 0.007630 0.999921 0.537306 0.002461
307 0.000079 0.004578 0.007630 0.999921 0.521763 0.094578
308 0.000079 0.004578 0.007630 0.999921 0.502915 0.004375
309 0.000079 0.004578 0.007630 0.999921 0.509882 0.055357
310 0.000079 0.004578 0.007630 0.999921 0.538602 0.103308
311 0.000079 0.004578 0.007630 0.999921 0.509987 0.016098
312 0.000079 0.004578 0.007630 0.999921 0.547638 0.010681
313 0.000079 0.004578 0.007630 0.999921 0.520572 0.033405
314 0.000079 0.004578 0.007630 0.999921 0.511516 0.063035
315 0.000079 0.004578 0.007630 0.999921 0.536313 0.110758
316 0.000079 0.004578 0.007630 0.999921 0.516724 0.013550
317 0.000079 0.004578 0.007630 0.999921 0.526558 0.034738
318 0.000079 0.004578 0.007630 0.999921 0.490778 0.027741
319 0.000079 0.004578 0.007630 0.999921 0.502706 0.002896
320 0.000079 0.004578 0.007630 0.999921 0.514417 0.023674
321 0.000079 0.004578 0.007630 0.999921 0.519549 0.042798
322 0.000079 0.004578 0.007630 0.999921 0.525062 0.021944
323 0.000079 0.004578 0.007630 0.999921 0.526210 0.033496
324 0.000079 0.004578 0.007630 0.999921 0.494462 0.006396
325 0.000079 0.004578 0.007630 0.999921 0.528496 0.203157
326 0.000079 0.004578 0.007630 0.999921 0.516225 0.022327
327 0.000079 0.004578 0.007630 0.999921 0.520206 0.080995
328 0.000079 0.004578 0.007630 0.999921 0.539072 0.056417
329 0.000079 0.004578 0.007630 0.999921 0.528160 0.024471
330 0.000079 0.004578 0.007630 0.999921 0.513074 0.023724
331 0.000079 0.004578 0.007630 0.999921 0.538060 0.002469
332 0.000079 0.004578 0.007630 0.999921 0.512109 0.021952
333 0.000079 0.004578 0.007630 0.999921 0.510525 0.011707
334 0.000079 0.004578 0.007630 0.999921 0.500979 0.047720
335 0.000079 0.004578 0.007630 0.999921 0.520770 0.002456
336 0.000079 0.004578 0.007630 0.999921 0.541057 0.034981
337 0.000079 0.004578 0.007630 0.999921 0.515764 0.058516
338 0.000079 0.004578 0.007630 0.999921 0.524498 0.021482
339 0.000079 0.004578 0.007630 0.999921 0.521511 0.107436
340 0.000079 0.004578 0.007630 0.999921 0.491943 0.053269
341 0.000079 0.004578 0.007630 0.999921 0.511139 0.027303
342 0.000079 0.004578 0.007630 0.999921 0.532168 0.063319
343 0.000079 0.004578 0.007630 0.999921 0.527785 0.020774
344 0.000079 0.004578 0.007630 0.999921 0.537409 0.063421
345 0.000079 0.004578 0.007630 0.999921 0.523740 0.092664
346 0.000079 0.004578 0.007630 0.999921 0.523986 0.070923
347 0.000079 0.004578 0.007630 0.999921 0.504172 0.004316
348 0.000079 0.004578 0.007630 0.999921 0.487569 0.021519
349 0.000079 0.004578 0.007630 0.999921 0.500542 0.053239
350 0.000079 0.004578 0.007630 0.999921 0.528316 0.057041
351 0.000079 0.004578 0.007630 0.999921 0.491229 0.120825
352 0.000079 0.004578 0.007630 0.999921 0.507790 0.049160
353 0.000079 0.004578 0.007630 0.999921 0.531052 0.063081
354 0.000079 0.004578 0.007630 0.999921 0.525780 0.063438
355 0.000079 0.004578 0.007630 0.999921 0.516806 0.069840
356 0.000079 0.004578 0.007630 0.999921 0.521343 0.106417
357 0.000079 0.004578 0.007630 0.999921 0.541791 0.099442
358 0.000079 0.004578 0.007630 0.999921 0.544273 0.179566
359 0.000079 0.004578 0.007630 0.999921 0.537746 0.019046
360 0.000079 0.004578 0.007630 0.999921 0.501311 0.083331
361 0.000079 0.004578 0.007630 0.999921 0.515293 0.037441
362 0.000079 0.004578 0.007630 0.999921 0.490180 0.105342
363 0.000079 0.004578 0.007630 0.999921 0.502134 0.012103
364 0.000079 0.004578 0.007630 0.999921 0.520091 0.078575
365 0.000079 0.004578 0.007630 0.999921 0.548000 0.133075
366 0.000079 0.004578 0.007630 0.999921 0.515099 0.057905
367 0.000079 0.004578 0.007630 0.999921 0.499221 0.152221
368 0.000079 0.004578 0.007630 0.999921 0.501177 0.078071
369 0.000079 0.004578 0.007630 0.999921 0.495561 0.058412
370 0.000079 0.004578 0.007630 0.999921 0.513844 0.085390
371 0.000079 0.004578 0.007630 0.999921 0.519694 0.006923
372 0.000079 0.004578 0.007630 0.999921 0.533176 0.123357
373 0.000079 0.004578 0.007630 0.999921 0.516855 0.033107
374 0.000079 0.004578 0.007630 0.999921 0.525683 0.036046
375 0.000079 0.004578 0.007630 0.999921 0.524109 0.117741
